geometry,Name,Description
"{""type"":""Polygon"",""coordinates"":[[[43.6886985613442,34.5818913959154,0],[43.6899438391669,34.5818395218395,0],[43.6899412922415,34.5816436358138,0],[43.6887063384901,34.5816744087123,0],[43.6886985613442,34.5818913959154,0]]]}",FAT19-FTK0020,
"{""type"":""Polygon"",""coordinates"":[[[43.6952623499116,34.5798847233764,0],[43.6952491685152,34.5796545467952,0],[43.6952438739194,34.5796259109126,0],[43.6952428531493,34.5794503187161,0],[43.6952428436415,34.5794486831824,0],[43.6937756442062,34.5794489908059,0],[43.6937839439832,34.5796611815251,0],[43.6937839447335,34.5796955553851,0],[43.693792809176,34.57993519169,0],[43.6952623499116,34.5798847233764,0]]]}",FAT14-FTK0020,
"{""type"":""Polygon"",""coordinates"":[[[43.6952623499116,34.5798847233764,0],[43.693792809176,34.57993519169,0],[43.6937976202794,34.5801112800844,0],[43.6938108877268,34.5802040884969,0],[43.6938059453882,34.5804172827964,0],[43.6948561743043,34.580415844674,0],[43.6948595650815,34.5801823876708,0],[43.6948642752476,34.5801411242056,0],[43.6952030511666,34.5801314174685,0],[43.695243623386,34.5801166503883,0],[43.6952661309715,34.5800477426225,0],[43.6952623499116,34.5798847233764,0]]]}",FAT13-FTK0020,
"{""type"":""Polygon"",""coordinates"":[[[43.6952814104873,34.5791647410462,0],[43.6952871208896,34.5794979187604,0],[43.6953037844573,34.580076768669,0],[43.6953743065752,34.5803606776549,0],[43.695432041498,34.5803938754911,0],[43.6954424964847,34.5805798670917,0],[43.6954994016775,34.5819697443818,0],[43.6955437284419,34.5830524006437,0],[43.6979552810388,34.5830144018641,0],[43.6977507226466,34.5800219602632,0],[43.6968945425822,34.5800612956854,0],[43.696867667538,34.5800625444678,0],[43.6968931764343,34.579700857599,0],[43.6969020210923,34.5792290822986,0],[43.6968633873588,34.5791254488497,0],[43.6962632536636,34.5791284149141,0],[43.6952814104873,34.5791647410462,0]]]}",FAT12-FTK0020,
"{""type"":""Polygon"",""coordinates"":[[[43.688989699084,34.5793069575509,0],[43.6888678912799,34.5789154589961,0],[43.6888152578304,34.5788982371483,0],[43.6884479421327,34.5788807072146,0],[43.6883782420047,34.578859710777,0],[43.6882426418448,34.5786929319913,0],[43.6870937440668,34.5784741099366,0],[43.6869169036243,34.5784742766114,0],[43.6869047693704,34.5784958125806,0],[43.6868971044072,34.5785257082139,0],[43.6868810356464,34.5789930689272,0],[43.6868834485935,34.5790192965012,0],[43.6868723238842,34.579357175073,0],[43.6868855094425,34.57940516093,0],[43.6867072934777,34.5794015483885,0],[43.6866698440382,34.5794123256261,0],[43.6857952868234,34.5794474026526,0],[43.6845389534281,34.5794545803714,0],[43.6845708516431,34.5802341138862,0],[43.6867890420169,34.5803645369195,0],[43.6868124117227,34.5808740809968,0],[43.686821933848,34.5809276800999,0],[43.6868775545354,34.5809766269841,0],[43.6869595093273,34.5809960163325,0],[43.6869769141033,34.5809811217812,0],[43.6869588468567,34.5803448331561,0],[43.6869878030653,34.5803465124521,0],[43.6888197861025,34.5802964868057,0],[43.6887683185298,34.579353294559,0],[43.6887676362801,34.5793133254258,0],[43.688989699084,34.5793069575509,0]]]}",FAT9-FTK0020,
"{""type"":""Polygon"",""coordinates"":[[[43.6867686313252,34.5803892714951,0],[43.68458305893,34.5802717168191,0],[43.6846163723071,34.5809943019852,0],[43.6846101660216,34.5816984588299,0],[43.6874654651306,34.5816739683337,0],[43.6874891276122,34.5816716179182,0],[43.6888837393441,34.5816326660313,0],[43.6888197861025,34.5802964868057,0],[43.6869878030653,34.5803465124521,0],[43.6869961992951,34.5807401365649,0],[43.6870110474603,34.5809886709609,0],[43.6870104352319,34.5810112991921,0],[43.6868701744045,34.5810112991921,0],[43.6868104896685,34.5809589512554,0],[43.6867825253424,34.5808977983461,0],[43.6867686313252,34.5803892714951,0]]]}",FAT8-FTK0020,
"{""type"":""Polygon"",""coordinates"":[[[43.6824743042318,34.5751627534476,0],[43.6825605875872,34.5777090393193,0],[43.6824432639701,34.5777100584752,0],[43.6808333599588,34.5777612826938,0],[43.6808441619874,34.5783166143997,0],[43.6809019408846,34.5789799282,0],[43.6813881972832,34.5789703370818,0],[43.6816207606249,34.5789686153214,0],[43.6816221818547,34.5790043931256,0],[43.6816600710976,34.5796722503686,0],[43.6817249101753,34.5796721353824,0],[43.6817465988712,34.5796819233059,0],[43.6821228239181,34.5796761311779,0],[43.6821247977327,34.5801726112094,0],[43.6818828411563,34.5803093854391,0],[43.6812982776413,34.5806398299582,0],[43.6814885512691,34.5809143230606,0],[43.6817012908495,34.5808191028365,0],[43.681901515445,34.5807305078827,0],[43.6820940620324,34.5806447902563,0],[43.6823281496687,34.5805475891097,0],[43.6825827114101,34.5804685717035,0],[43.6826522680953,34.5804527292897,0],[43.6833841444839,34.5802925618125,0],[43.6843073320257,34.5801813343979,0],[43.6842750760754,34.5801557520925,0],[43.6841553273986,34.5768049818502,0],[43.683991446168,34.5751316097715,0],[43.6824743042318,34.5751627534476,0]]]}",FAT22-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.67952531788293,34.57715832968066,0],[43.679651375619535,34.5769492221411,0],[43.67976707576779,34.57681659026381,0],[43.67980338641957,34.57677496585811,0],[43.679911705326106,34.57671427383105,0],[43.68152444528237,34.57578949096425,0],[43.681560228542594,34.57580648533147,0],[43.68162529147164,34.57670378031274,0],[43.682005719141905,34.576686618162206,0],[43.6819520841483,34.57560824124438,0],[43.68194282161582,34.57542201019338,0],[43.681589018074696,34.575428197924104,0],[43.681526683067936,34.575441739086294,0],[43.68026123444317,34.57623339460666,0],[43.67946125189405,34.57673385791176,0],[43.67915726931189,34.57692402721976,0],[43.67926430421653,34.577048585298186,0],[43.679289515763855,34.57706267410405,0],[43.679420764113146,34.57712866903674,0],[43.679438427365916,34.57713367988858,0],[43.67952531788293,34.57715832968066,0]]]}",FAT7-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.679461251894,34.5767338579118,0],[43.6815266830679,34.5754417390863,0],[43.6815890180747,34.5754281979241,0],[43.6819428216158,34.5754220101934,0],[43.6819520841483,34.5756082412444,0],[43.6820057191419,34.5766866181622,0],[43.6824142645996,34.5766681875401,0],[43.6823905360845,34.5751762571514,0],[43.6815281528629,34.5752133329563,0],[43.6814095102872,34.5752348369232,0],[43.6811466428636,34.5753925944534,0],[43.6802462421037,34.5759277981436,0],[43.6800764334694,34.5760251777037,0],[43.6796792626965,34.576280024644,0],[43.6795565825936,34.5763583754485,0],[43.6792716419226,34.5765438636901,0],[43.679461251894,34.5767338579118,0]]]}",FAT8-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6822940924534,34.575024529818,0],[43.6825462235686,34.5750113007163,0],[43.6824594661851,34.5738256164759,0],[43.6822086883131,34.573839029275,0],[43.6822940924534,34.575024529818,0]]]}",FAT48-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6825893241917,34.5750065735511,0],[43.6828653479858,34.5749943058269,0],[43.6828197814,34.57438653883,0],[43.6830917658702,34.5743601367816,0],[43.6830638944942,34.5738082835372,0],[43.6825003422599,34.5738231138592,0],[43.6825893241917,34.5750065735511,0]]]}",FAT47-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6828653479858,34.5749943058269,0],[43.683123215782,34.574982845036,0],[43.6831775009397,34.5749606304496,0],[43.6839724061966,34.5749329471819,0],[43.6839011706745,34.5732784518338,0],[43.6836505879977,34.5732481992255,0],[43.6834523860805,34.5732650423491,0],[43.6830919794165,34.5733100156159,0],[43.6831446823543,34.5743606740774,0],[43.6830917658702,34.5743601367816,0],[43.6828197814,34.57438653883,0],[43.6828653479858,34.5749943058269,0]]]}",FAT46-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6834540732821,34.5824975807688,0],[43.6842092467414,34.582472640985,0],[43.6841730479982,34.5819950296,0],[43.6834648325678,34.5820046890799,0],[43.6834540732821,34.5824975807688,0]]]}",FAT45-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6834088419368,34.582497857633,0],[43.6834192784135,34.5820029437958,0],[43.6824307782286,34.5820298292239,0],[43.6824509176379,34.5825304904264,0],[43.6826565503723,34.5825319490038,0],[43.6834088419368,34.582497857633,0]]]}",FAT44-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6806477061249,34.5830632035702,0],[43.6818816300717,34.5830437566785,0],[43.6819254294389,34.5830409449137,0],[43.6823995602647,34.583034989324,0],[43.6823918579524,34.5828402840085,0],[43.6821419398218,34.5828470326896,0],[43.6820922498492,34.5821141397914,0],[43.6818264339584,34.5821171352722,0],[43.6818833539448,34.5826467263272,0],[43.6818354585297,34.5826444797055,0],[43.6806698026253,34.5826456290879,0],[43.680651001605,34.5826518078913,0],[43.680634399902,34.5826845629746,0],[43.6806477061249,34.5830632035702,0]]]}",FAT43-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6821419398218,34.5828470326896,0],[43.6823918579524,34.5828402840085,0],[43.6823428989389,34.5814537644196,0],[43.6813430228514,34.5814681625296,0],[43.6812862791672,34.5814826000379,0],[43.6812668505361,34.5815176192352,0],[43.681287375017,34.5820914866275,0],[43.6818149212251,34.5820815560484,0],[43.6820425881579,34.582077851281,0],[43.6820944912707,34.5820780516301,0],[43.6820922498492,34.5821141397914,0],[43.6821169426386,34.5824889509029,0],[43.6821419398218,34.5828470326896,0]]]}",FAT42-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6807706484535,34.5826073544894,0],[43.681828011467,34.5826017989433,0],[43.6817852876288,34.5821185286551,0],[43.6812976256698,34.5821194352724,0],[43.6807877029996,34.5821379785603,0],[43.6807671828643,34.5821543039782,0],[43.6807706484535,34.5826073544894,0]]]}",FAT41-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6784315641132,34.5821575104882,0],[43.678331254174,34.582475214602,0],[43.6798589892178,34.5828187405945,0],[43.6800365061143,34.5822959349991,0],[43.6802667489315,34.5819565048049,0],[43.680418329159,34.5817713073823,0],[43.6805686869087,34.5816304615117,0],[43.6803005108889,34.5814542799745,0],[43.6796576447431,34.5820990774903,0],[43.6794142291941,34.5823969453103,0],[43.6786787726068,34.5822280534201,0],[43.6784315641132,34.5821575104882,0]]]}",FAT40-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6784315641132,34.5821575104882,0],[43.6786787726068,34.5822280534201,0],[43.6794142291941,34.5823969453103,0],[43.6796576447431,34.5820990774903,0],[43.6803005108889,34.5814542799745,0],[43.6803601393234,34.5813944723976,0],[43.6800065883374,34.5811124647681,0],[43.6799712360232,34.5811411352943,0],[43.6797318734373,34.581414078157,0],[43.6794298646401,34.5817584558941,0],[43.6794369576228,34.5817005022005,0],[43.6795173792614,34.5813933949223,0],[43.6791288365018,34.5813103116566,0],[43.6787312707276,34.5812252989726,0],[43.6785422126935,34.5817968902359,0],[43.678535184691,34.5818319881949,0],[43.6784315641132,34.5821575104882,0]]]}",FAT39-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6787312707276,34.5812252989726,0],[43.6791288365018,34.5813103116566,0],[43.6795173792614,34.5813933949223,0],[43.679614065589,34.5810239296614,0],[43.6796524647213,34.5810363951482,0],[43.679684375107,34.5810660269568,0],[43.6797150301421,34.5810870036219,0],[43.6797406406981,34.5810937181956,0],[43.6798037340053,34.5811148104755,0],[43.6798118624501,34.581113997631,0],[43.6798827410847,34.5809347771622,0],[43.6799760183203,34.5806997024705,0],[43.6802009987556,34.5801318988002,0],[43.6800352064432,34.5799929411441,0],[43.6799592097676,34.5801293099635,0],[43.6799065746122,34.5801451837426,0],[43.6791359128304,34.5800019185866,0],[43.6787312707276,34.5812252989726,0]]]}",FAT38-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6810814589314,34.5803270423111,0],[43.6810476706624,34.5803497104457,0],[43.680900795785,34.5804437688653,0],[43.6807851974983,34.5805089296665,0],[43.6807246634622,34.5805515308512,0],[43.6806289910754,34.5806065370339,0],[43.6803409858631,34.580841270273,0],[43.6800065883374,34.5811124647681,0],[43.6803601393234,34.5813944723976,0],[43.6803005108889,34.5814542799745,0],[43.6805686869087,34.5816304615117,0],[43.6808780469644,34.5813679498027,0],[43.6812614454342,34.5810671917284,0],[43.6814508752884,34.5809369463533,0],[43.6812593935609,34.580656106035,0],[43.6812982776413,34.5806398299582,0],[43.6821247977327,34.5801726112094,0],[43.6821228239181,34.5796761311778,0],[43.6817465988712,34.5796819233059,0],[43.6817443743229,34.5800000337119,0],[43.6815308176867,34.5801401802544,0],[43.6810814589314,34.5803270423111,0]]]}",FAT37-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.680822011087,34.5845111098724,0],[43.6811362951828,34.5845075936214,0],[43.6811906091316,34.5845062257214,0],[43.6812047530047,34.5847641299827,0],[43.6824509053714,34.5846997746962,0],[43.6824333539296,34.5839567636606,0],[43.6824325678905,34.5839081119704,0],[43.6824180431824,34.5835526317823,0],[43.6823984446544,34.5830729740556,0],[43.6816548109264,34.5830840442993,0],[43.681142965699,34.5830916639797,0],[43.6811578517905,34.5835289263275,0],[43.6811159481784,34.5835631310116,0],[43.6809483607219,34.5835640382101,0],[43.6808246363591,34.5835661085122,0],[43.680822011087,34.5845111098724,0]]]}",FAT36-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6798773470076,34.5835471048264,0],[43.681113923992,34.5835262395528,0],[43.6810972945073,34.5830949306553,0],[43.6799726712847,34.5831148905507,0],[43.6798773470076,34.5835471048264,0]]]}",FAT35-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6796749346618,34.5845179113482,0],[43.6804263335999,34.5845124555862,0],[43.6804689350567,34.5845150601325,0],[43.680822011087,34.5845111098724,0],[43.6808299939245,34.584326183892,0],[43.6808284063048,34.5841134505392,0],[43.6808255079559,34.583707712978,0],[43.6808246363591,34.5835661085122,0],[43.6802523291909,34.5835772363914,0],[43.6801934251512,34.5835740005495,0],[43.6798700691499,34.5835812202372,0],[43.6796749346618,34.5845179113482,0]]]}",FAT34-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6795624883366,34.5850672825668,0],[43.681156906369,34.5850336225926,0],[43.6811334047685,34.5845283381817,0],[43.6796642592985,34.5845557535036,0],[43.6795624883366,34.5850672825668,0]]]}",FAT33-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6793050155194,34.5861262691206,0],[43.6801243145718,34.5861232650509,0],[43.6801646583791,34.5861122031476,0],[43.6804750473934,34.5861031829043,0],[43.6804656376019,34.5858181152434,0],[43.6801526418913,34.5858546579013,0],[43.6801128188902,34.585861695725,0],[43.6800873112111,34.5851034578572,0],[43.679549486238,34.5851037078085,0],[43.6793050155194,34.5861262691206,0]]]}",FAT32-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6804656376019,34.5858181152435,0],[43.6804750473934,34.5861031829043,0],[43.6807838170111,34.5860942097224,0],[43.6808225847293,34.5860892443243,0],[43.6811895350683,34.5860741346044,0],[43.6811840400582,34.5858979918784,0],[43.6811603948943,34.585069338235,0],[43.6807659669601,34.5850800559348,0],[43.6801362631123,34.5851024806866,0],[43.6801503342318,34.5857470407943,0],[43.6801526418913,34.5858546579013,0],[43.6804656376019,34.5858181152435,0]]]}",FAT31-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6812332453293,34.5860660401116,0],[43.6818203658716,34.5860422962662,0],[43.681778100103,34.5847816814245,0],[43.6811989025241,34.5848109338274,0],[43.6812332453293,34.5860660401116,0]]]}",FAT30-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6834599865614,34.5819652521577,0],[43.684062865388,34.5819622392013,0],[43.6840374683488,34.5810004961332,0],[43.6840503065145,34.5809572939876,0],[43.684064990704,34.5809569150224,0],[43.6843305501812,34.5809426607259,0],[43.68431539352,34.5803288081693,0],[43.6838202647374,34.580374099255,0],[43.6837079757348,34.5803980112311,0],[43.6835277038431,34.5804364001833,0],[43.6834550539304,34.5804454504092,0],[43.6833465156744,34.5804662151949,0],[43.6833896735903,34.5809694113599,0],[43.6834085454527,34.5809690658092,0],[43.6834160125854,34.5810060226489,0],[43.6834599865614,34.5819652521577,0]]]}",FAT29-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6824150898576,34.5814156042498,0],[43.6829798817266,34.5814107965109,0],[43.683204520511,34.5814088842939,0],[43.683388215097,34.5814073206106,0],[43.683376174402,34.5810060343951,0],[43.6833783691222,34.5809695653421,0],[43.6833896735903,34.5809694113599,0],[43.6833465156744,34.5804662151949,0],[43.6831425882275,34.5805052291785,0],[43.6830250002444,34.5805277252952,0],[43.6829512913674,34.5805491200699,0],[43.6827782868669,34.5806012224334,0],[43.6827408272282,34.5806088576202,0],[43.682564844264,34.5806525712467,0],[43.6823804198092,34.5806983817134,0],[43.6824150898576,34.5814156042498,0]]]}",FAT28-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6824292543972,34.5819931447372,0],[43.6834137149461,34.5819662472159,0],[43.6833895844097,34.581440108158,0],[43.6825888452226,34.5814445004647,0],[43.6824166140872,34.5814527367052,0],[43.6824292543972,34.5819931447372,0]]]}",FAT27-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6825612817767,34.5854967274533,0],[43.6825722733307,34.5857375424101,0],[43.6833543282809,34.5857351138829,0],[43.6833556338433,34.5857544525263,0],[43.6841109223979,34.5857358936496,0],[43.6840949469478,34.5854270433654,0],[43.684093142725,34.5853901669094,0],[43.6841192193534,34.5853885522575,0],[43.6841855766595,34.585385563086,0],[43.684138535753,34.5842786111744,0],[43.6835380172378,34.5842890291318,0],[43.6835686755178,34.5850928371144,0],[43.6835728949622,34.5852579982225,0],[43.6835768708031,34.5854136239942,0],[43.6835787146266,34.5854477292499,0],[43.6825612817767,34.5854967274533,0]]]}",FAT26-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6818246829344,34.5847817139252,0],[43.6818737895239,34.5860482322275,0],[43.6825040806944,34.5860158542564,0],[43.6825850256221,34.5860169335221,0],[43.6841209184647,34.5859593252715,0],[43.6841109223979,34.5857358936496,0],[43.6833556338433,34.5857544525263,0],[43.6833543282809,34.5857351138829,0],[43.6832109954001,34.5857424567317,0],[43.6830820077224,34.5857413069483,0],[43.6829199366474,34.5857406271064,0],[43.6827760983702,34.5857385801027,0],[43.6825722733307,34.5857375424101,0],[43.6824949069359,34.5856494435503,0],[43.6824652271291,34.5849797591817,0],[43.6824609100663,34.5847574304469,0],[43.6818246829344,34.5847817139252,0]]]}",FAT25-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6825584790084,34.5854617550479,0],[43.6830728188498,34.5854363718461,0],[43.6832848967818,34.5854237382069,0],[43.6835254078403,34.5854160199535,0],[43.6835204267734,34.58512111667,0],[43.6835169737662,34.5848982855158,0],[43.6835195077585,34.5848629538219,0],[43.6834963331764,34.5843004643573,0],[43.6833354006296,34.5843141710593,0],[43.6825150768439,34.5843461168686,0],[43.6825451228643,34.5849138021727,0],[43.6825370285165,34.5849525159362,0],[43.6825584790084,34.5854617550479,0]]]}",FAT24-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6825160484098,34.584312712117,0],[43.6833671045509,34.5842700785892,0],[43.6834128308605,34.5842688292508,0],[43.6844416698911,34.5842307595905,0],[43.684415596567,34.5837309812726,0],[43.6842502237747,34.5837387190831,0],[43.6841965807179,34.5837412241712,0],[43.6842081189999,34.5837022818505,0],[43.6841347808968,34.5825155907684,0],[43.6824479254263,34.582568139486,0],[43.6824916082999,34.5837728682724,0],[43.6824975081722,34.5838114688636,0],[43.6825160484098,34.584312712117,0]]]}",FAT23-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6762258261437,34.580485541377,0],[43.6769693423976,34.5806502226021,0],[43.6770190303846,34.5805286466011,0],[43.6770335179666,34.5804770811109,0],[43.677064053503,34.5804095645584,0],[43.6770812076335,34.5803600110727,0],[43.6771680246528,34.5801564178087,0],[43.6771923620157,34.5800993599368,0],[43.677212336915,34.580042062988,0],[43.677226013706,34.5799971541158,0],[43.6772424980691,34.5799655521862,0],[43.6772586974472,34.5799186704113,0],[43.6772617989244,34.5799100252961,0],[43.6772961942325,34.5798178802331,0],[43.6773336908265,34.5797286903628,0],[43.6773621673488,34.5796517705183,0],[43.6773740548032,34.5796222433306,0],[43.6774229111941,34.5796271438042,0],[43.6782693518198,34.5798217917799,0],[43.6784771214083,34.5792889409318,0],[43.6780976212999,34.5791721716677,0],[43.6776445318179,34.5790857443633,0],[43.6768831801644,34.5788860911539,0],[43.676736146339,34.5792438485835,0],[43.6762258261437,34.580485541377,0]]]}",FAT21-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6768926344947,34.5788516106554,0],[43.6776645527525,34.5790540445501,0],[43.6781828725049,34.5779951595623,0],[43.6779225665099,34.5779454393882,0],[43.6779351629565,34.5779094972642,0],[43.6787082236989,34.5772848606254,0],[43.6784947958861,34.5770530807395,0],[43.6778983003308,34.5774725154657,0],[43.677448771568,34.5778550130199,0],[43.6771860869958,34.5782804354155,0],[43.6770372301337,34.5785201529596,0],[43.6768926344947,34.5788516106554,0]]]}",FAT20-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6787082236989,34.5772848606254,0],[43.6779351629565,34.5779094972642,0],[43.6782083852933,34.577960140306,0],[43.678232646773,34.5780065603724,0],[43.6780105536445,34.5784510517023,0],[43.6799333139434,34.5789030533347,0],[43.679922191202,34.5783758353891,0],[43.6799190629308,34.5780758168172,0],[43.6797437700381,34.5780515834989,0],[43.679232411586,34.577923951817,0],[43.6788471744964,34.5778269705861,0],[43.6785857662907,34.5776468117264,0],[43.6788440499681,34.5774323662235,0],[43.6787082236989,34.5772848606254,0]]]}",FAT19-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.677292245204,34.5814997005277,0],[43.6771965951346,34.581835673511,0],[43.6770999814784,34.5821749417826,0],[43.6782968908351,34.5824669241133,0],[43.6784005776494,34.5821043825105,0],[43.6785051716947,34.5817864627012,0],[43.6788283373917,34.5807840183105,0],[43.6780591589051,34.5805911018817,0],[43.6780146113568,34.5805890059078,0],[43.677121884951,34.5803781665273,0],[43.6767321808152,34.5813590808456,0],[43.677292245204,34.5814997005277,0]]]}",FAT18-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6756686295774,34.5818425081264,0],[43.6770538341798,34.5821662633051,0],[43.677152617716,34.5818323678402,0],[43.6772398863637,34.5815269568027,0],[43.6766746386212,34.5813964041077,0],[43.6766894216827,34.5813531496015,0],[43.6769571465345,34.5806888931892,0],[43.6762112381077,34.580516166212,0],[43.6759205171247,34.5812222281026,0],[43.6756686295774,34.5818425081264,0]]]}",FAT17-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6786275040951,34.5799063246151,0],[43.6790679646572,34.5800064292883,0],[43.6791424870251,34.5799385805653,0],[43.6795845763326,34.5800377860451,0],[43.6798016566812,34.5795906853129,0],[43.6802828572605,34.5794636060597,0],[43.680112390081,34.5790554348928,0],[43.6799689067161,34.5790765681016,0],[43.6799333139434,34.579049873522,0],[43.6799333139434,34.5789030533347,0],[43.6794855601333,34.5788049453188,0],[43.6788907493032,34.5791263345609,0],[43.6786275040951,34.5799063246151,0]]]}",FAT16-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6815913185693,34.5796763770106,0],[43.6815672165325,34.5790021084862,0],[43.680877634694,34.5790109439269,0],[43.6807741931984,34.5790098316528,0],[43.6806184748178,34.5790176175718,0],[43.6804282759387,34.5790254034908,0],[43.6802859048479,34.5790287403132,0],[43.680112390081,34.5790554348928,0],[43.6802828572605,34.5794636060597,0],[43.6798320265767,34.5795826649908,0],[43.6798016566812,34.5795906853129,0],[43.6795845763326,34.5800377860451,0],[43.6799244157502,34.5801143198805,0],[43.680074016623,34.5798562722784,0],[43.680263659365,34.579731697574,0],[43.6809365852238,34.579678308415,0],[43.6809750753219,34.5796761752337,0],[43.6815913185693,34.5796763770106,0]]]}",FAT15-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6771322923983,34.5803433312105,0],[43.6775837998785,34.5804464804944,0],[43.6776269738101,34.5804502705514,0],[43.6779246890809,34.580523747441,0],[43.6780796339367,34.5805609611565,0],[43.6781587635267,34.5805815176124,0],[43.6786812576767,34.5806947761009,0],[43.6788311660495,34.5807316412793,0],[43.6789449913422,34.5803333219555,0],[43.6790277163064,34.5800386532069,0],[43.6780170014667,34.5798039956179,0],[43.6778372988275,34.5797639173791,0],[43.6778019841019,34.5797532863799,0],[43.6774064007615,34.5796528688394,0],[43.6771322923983,34.5803433312105,0]]]}",FAT14-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6788743594386,34.5774612853513,0],[43.6786219021352,34.5776739189176,0],[43.6788471744964,34.5778269705861,0],[43.6797437700381,34.5780515834989,0],[43.6799190629308,34.5780758168172,0],[43.6799599332739,34.578054379914,0],[43.679962082573,34.5783246542849,0],[43.6808441619874,34.5783166143997,0],[43.680833247461,34.5777590183298,0],[43.6808185219573,34.5777248479793,0],[43.6808125898286,34.5774979440534,0],[43.6800868572063,34.5774311512251,0],[43.6796269353103,34.5773906856434,0],[43.6793144778363,34.5773631945116,0],[43.6790717145634,34.5772575928543,0],[43.6790767006438,34.5772628834504,0],[43.6790915309658,34.5773362935441,0],[43.6790901725517,34.5773630160951,0],[43.6790868968356,34.5774456281187,0],[43.6790314681618,34.5775305707617,0],[43.6790272973872,34.5775680681133,0],[43.6788743594386,34.5774612853513,0]]]}",FAT13-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6790717145634,34.5772575928543,0],[43.6793144778363,34.5773631945116,0],[43.6808125898286,34.5774979440534,0],[43.6808148151141,34.5774743245961,0],[43.6808066576998,34.5773718863168,0],[43.6808018378451,34.577221729307,0],[43.6808054989498,34.5771869286568,0],[43.6808377530917,34.5771861810802,0],[43.6808145236508,34.5769606138813,0],[43.6798383484654,34.5769830121541,0],[43.6798356645171,34.5772476047566,0],[43.6797940650883,34.5772452262925,0],[43.6797221852832,34.5772411165355,0],[43.6796371601432,34.5772315035335,0],[43.679439023947,34.577168710906,0],[43.6792675626222,34.5770922442494,0],[43.6792487323785,34.5770834365548,0],[43.6792237329502,34.5770577401957,0],[43.6790589042575,34.5768758120474,0],[43.6789508282862,34.5767460467303,0],[43.6787266769559,34.5768964697931,0],[43.6790717145634,34.5772575928543,0]]]}",FAT12-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6808145236508,34.5769606138813,0],[43.681028347841,34.5769560174407,0],[43.6816606756934,34.5769412798083,0],[43.6821139274083,34.576931825478,0],[43.6824239485465,34.5769302346622,0],[43.6824159098391,34.5767163223621,0],[43.6798393267781,34.5768044700882,0],[43.6798383484654,34.5769830121541,0],[43.6808145236508,34.5769606138813,0]]]}",FAT11-FTK0031,
"{""type"":""Polygon"",""coordinates"":[[[43.6808145236508,34.5769606138813,0],[43.6808377530917,34.5771861810802,0],[43.68152151514,34.5771697584967,0],[43.6815168912595,34.5774264228327,0],[43.682445916598,34.5774219334701,0],[43.6824364869108,34.5771481627996,0],[43.6824239485465,34.5769302346622,0],[43.6821139274083,34.576931825478,0],[43.6816606756934,34.5769412798083,0],[43.681028347841,34.5769560174407,0],[43.6808145236508,34.5769606138813,0]]]}",FAT10-FTK0031,
